gamma_result,ref,LP
2459.3485467834657,2456.602,529.7635
2463.2888562428934,2462.3857,530.13184
2478.4437695340757,2465.7495,530.4301
2482.5935913161693,2462.9382,528.5284
2469.201219246317,2454.3484,525.0636
2451.121698783763,2452.0742,522.9555
2437.33777230137,2463.1523,524.4155
2434.573706955309,2470.495,528.4652
2446.4586392035035,2477.73,533.7454
2466.682136110039,2474.7634,537.2143
2478.9831441947586,2461.0234,536.52844
2480.9572412111497,2457.3481,533.8849
2483.0346998143687,2463.847,531.7916
2482.735116772582,2473.5374,530.62775
2489.352206129081,2481.9707,530.5318
2493.700525377132,2483.1033,529.764
2464.980840752646,2480.1965,528.1065
2441.9423752100392,2475.8716,529.4344
2452.422996967661,2479.3235,534.00867
2467.927481250167,2478.7053,537.2302
2484.4983215338966,2473.395,537.9071
2494.668598291415,2470.2317,536.16797
2494.4070328756607,2472.9424,533.5127
2489.702478936735,2479.2498,531.65814
2486.602434325659,2482.8848,530.82227
2492.4825575896393,2490.6274,531.3132
2469.606728041248,2487.2588,530.672
2463.7164440660736,2481.7825,532.161
2488.381505596206,2481.5554,534.34576
2484.528222694382,2472.0361,532.34686
2463.922845986327,2452.9802,528.4831
2435.294620193018,2440.556,525.6157
2387.2187547788462,2402.7388,521.6188
2361.750907444057,2403.6409,523.61475
2383.898219082161,2428.9016,531.8267
2443.972236861835,2453.7227,540.3781
2510.354642450773,2501.7893,547.47125
2542.1584749537096,2520.495,548.73535
2572.272355592131,2526.7993,546.8781
2596.830367446466,2534.993,542.3334
2603.415455443108,2549.721,536.5781
2575.0599193814487,2555.1492,530.6728
2558.214998458515,2559.6245,528.77997
2544.3788694382783,2556.5745,528.5739
2516.6793078400333,2552.097,529.5138
2508.045298206199,2543.0269,532.73676
2514.556291173496,2540.1592,536.67065
2537.7339133957475,2533.8938,539.0454
2567.8817389771107,2524.1929,537.3967
2561.114483338691,2516.0525,531.0562
2511.4970081054626,2503.434,523.98987
2484.2745888666113,2494.6333,521.9124
2469.7687042059706,2491.5972,522.7942
2462.408987596499,2489.6775,525.2188
2470.993256271531,2479.4111,527.291
2472.9660218175422,2476.5493,527.96436
2442.351351156599,2466.7427,527.1959
2426.0799156071917,2463.5476,529.78467
2450.537839914898,2473.438,535.5814
2470.725865878074,2474.3237,538.4995
2491.7070608150443,2469.8455,538.40076
2504.734016703201,2475.2642,536.3958
2482.703339981054,2465.7202,531.6235
2469.522828003937,2463.448,529.2642
2467.7355636948205,2473.2988,529.72235
2463.514687898727,2466.2375,529.5352
2471.527344048831,2463.6814,529.5517
2462.434533176097,2465.2961,528.7846
2446.126934597206,2454.4255,527.79865
2453.410850063659,2453.92,528.7467
2452.9548571657206,2458.9792,529.42365
2446.728475608073,2453.5076,529.4873
2452.608887354585,2450.143,529.90155
2451.6102480969157,2454.0547,530.07526
2424.9448668264076,2450.1138,529.88885
2409.588341941864,2451.8296,533.1783
2423.077338430866,2453.757,538.58936
2450.5750243693064,2444.438,541.2148
2489.2552370740186,2433.7366,539.1655
2502.565648435522,2429.6162,531.87115
2485.542416548541,2424.1528,522.2668
2456.7526169071884,2422.1711,514.4908
2421.1255340768503,2424.8284,510.55508
2387.8190903534014,2428.816,511.46564
2381.756825965161,2426.061,516.1194
2394.5035638387226,2426.2517,521.5458
2384.4002013150584,2416.5483,524.23047
2383.987445705926,2405.1296,526.75793
2410.787768854422,2407.9897,529.68994
2429.9841414010157,2413.939,530.07245
2439.7438985373806,2414.6492,528.19135
2439.2944488182666,2417.939,525.51514
2414.7453281135568,2408.303,521.7099
2391.829384801734,2405.0518,520.5076
2398.3597802593476,2414.1875,523.2293
2405.6305983327297,2428.3574,526.89056
2418.5593230281447,2443.5793,531.531
2444.276841152536,2443.4238,534.5757
2451.431478828416,2440.8723,534.1624
2449.0980147677187,2426.203,531.0756
2441.8816274347732,2420.477,527.56885
2433.553863641164,2416.1165,524.40674
2430.9632076332473,2407.7334,521.2333
2425.944261488168,2413.7373,519.1079
2415.4912674382495,2412.5461,517.4483
2399.110893589491,2414.0767,517.254
2396.76727757288,2423.0903,520.1697
2398.6258004421434,2419.7898,522.9724
2397.665290767958,2411.8315,524.5769
2412.580286211357,2410.8562,526.1819
2423.54481388605,2400.028,524.6363
2420.4439674860623,2394.7388,521.0977
2399.436292027288,2402.9175,518.93555
2382.767139911107,2418.4866,521.25006
2391.3156461030903,2433.1123,527.4009
2419.2437057867855,2445.1284,533.98535
2454.415495826256,2446.5874,537.3375
2464.0682087012583,2430.1077,534.3684
2459.461084037273,2427.6633,529.9133
2447.8393508425274,2434.079,526.8018
2437.1891177776206,2437.3604,525.5111
2433.996567981254,2445.6257,526.5353
2409.112246740364,2448.4937,528.3032
2390.533252942792,2434.6123,531.4213
2410.798337068658,2430.8425,536.3578
2437.647511886912,2438.682,539.77954
2463.5391899853576,2438.0503,539.84045
2485.3610372745197,2438.6824,536.8077
2495.084304802942,2441.9456,531.4975
2473.87344778787,2428.8845,523.38904
2435.670809486295,2422.9614,517.14124
2408.622316326194,2422.7078,515.5323
2393.565379935586,2411.003,515.8003
2390.6533508183275,2407.765,517.5163
2379.5556257522285,2408.148,519.63837
2380.029157505922,2408.9565,523.2218
2407.9227605796846,2416.4043,527.6647
2423.271711755806,2432.3755,530.65375
2422.800813512258,2437.3142,532.37213
2424.7385864291664,2447.0508,535.3432
2421.9110758284132,2456.747,539.26886
2439.6779015021293,2456.2456,543.48505
2494.068430762509,2461.718,546.20154
2526.8423467145767,2457.5132,541.74536
2539.5181467842867,2446.1157,531.8727
2511.284468925741,2434.1428,518.96674
2423.409340073774,2425.7012,508.4662
2369.950348515285,2432.518,509.54807
2371.6113918244982,2445.964,518.8259
2390.1643991495525,2466.1663,530.3882
2410.9041065487118,2479.3938,541.31494
2449.1206885252222,2481.9294,550.02795
2504.5146514800263,2487.4907,554.754
2536.3270720006353,2478.1194,551.5546
2561.048361244767,2479.2664,544.5947
2562.663193842915,2477.6821,534.40283
2543.591818305068,2466.7126,522.6549
2499.849852923915,2466.2544,513.1696
2413.8181527869,2458.704,508.10324
2371.5117858101853,2456.4058,513.28503
2386.51464613264,2460.9495,524.21246
2412.806796933137,2462.425,533.49896
2450.608874142792,2462.4336,539.5798
2477.591122151809,2462.378,541.0327
2490.3635467865142,2467.6868,539.83325
2493.863244018565,2471.3787,537.51984
2499.886931624307,2488.0217,536.8128
2506.2563932676762,2504.1611,537.3437
2523.0132418878825,2513.319,538.21686
2539.463297091461,2515.2676,537.2776
2533.590735634055,2516.5657,534.48114
